2608,2023-12-07,2,5898,local 2,Bogotá
2609,2023-11-21,4,9640,local 1,Medellín
2610,2024-03-18,4,9083,local 1,Medellín
2611,2023-12-14,6,6438,local 3,Medellín
2612,2023-10-22,6,6446,local 3,Santa Marta
2613,2024-01-08,5,2587,local 2,Santa Marta
2614,2024-03-02,4,4848,local 1,Santa Marta
2615,2024-01-10,7,1552,local 3,Santa Marta
2616,2023-12-04,2,3288,local 1,Pereira
2617,2023-12-18,8,4470,local 1,Medellín
2618,2023-09-18,1,3605,local 1,Pereira
2619,2023-11-26,10,3273,local 1,Santa Marta
2620,2024-03-05,4,270,local 1,Santa Marta
2621,2024-03-26,6,10686,local 2,Medellín
2622,2024-03-11,4,214,local 2,Bogotá
2623,2024-01-27,5,5939,local 1,Pereira
2624,2024-01-31,7,3530,local 2,Medellín
2625,2023-10-19,10,125,local 3,Bogotá
2626,2024-03-12,3,867,local 1,Medellín
2627,2023-11-11,6,14101,local 2,Pereira
2628,2024-03-20,5,14859,local 1,Pereira
2629,2023-11-02,1,10111,local 3,Pereira
2630,2023-10-30,4,11230,local 1,Bogotá
2631,2023-10-13,1,4176,local 2,Bogotá
2632,2023-10-25,7,12015,local 3,Medellín
2633,2024-03-17,2,7604,local 2,Pereira
2634,2023-10-06,8,11518,local 1,Medellín
2635,2023-10-17,6,8471,local 3,Medellín
2636,2023-11-08,8,10140,local 1,Bogotá
2637,2023-10-31,3,2345,local 2,Pereira
2638,2023-12-23,2,7769,local 1,Bogotá
2639,2023-11-13,6,14348,local 2,Santa Marta
2640,2023-12-03,1,8946,local 2,Bogotá
2641,2024-01-17,5,14511,local 3,Pereira
2642,2024-01-17,2,11002,local 1,Santa Marta
2643,2024-03-20,6,14123,local 3,Bogotá
2644,2024-02-26,4,13753,local 1,Santa Marta
2645,2023-11-26,7,14305,local 1,Pereira
2646,2024-03-08,9,5102,local 2,Bogotá
2647,2023-11-06,10,14761,local 1,Santa Marta
2648,2024-03-09,4,11670,local 3,Pereira
2649,2024-02-07,1,455,local 3,Pereira
2650,2023-11-04,5,8307,local 3,Pereira
2651,2023-10-13,7,8358,local 2,Pereira
2652,2024-01-31,8,12856,local 3,Bogotá
2653,2023-11-16,8,14848,local 2,Pereira
2654,2023-09-29,9,7742,local 3,Pereira
2655,2024-01-26,1,3091,local 1,Bogotá
2656,2023-10-31,8,3530,local 1,Pereira
2657,2024-02-25,10,8725,local 2,Santa Marta
2658,2023-10-28,8,7605,local 2,Santa Marta
2659,2024-02-04,1,14328,local 1,Medellín
2660,2024-01-14,6,7913,local 1,Santa Marta
2661,2023-11-24,8,11103,local 1,Santa Marta
2662,2024-01-17,4,11900,local 1,Santa Marta
2663,2023-09-16,6,11117,local 1,Medellín
2664,2024-02-18,7,12914,local 2,Santa Marta
2665,2023-09-21,2,6150,local 2,Bogotá
2666,2023-09-19,5,5846,local 2,Pereira
2667,2024-01-07,9,9550,local 2,Pereira
2668,2023-12-26,8,644,local 1,Bogotá
2669,2023-10-22,2,3110,local 3,Santa Marta
2670,2023-12-17,2,14647,local 1,Bogotá
2671,2024-03-15,7,14025,local 2,Santa Marta
2672,2024-02-06,1,7683,local 3,Bogotá
2673,2024-02-22,7,214,local 3,Pereira
2674,2023-11-08,2,13247,local 3,Medellín
2675,2023-11-09,7,5791,local 3,Pereira
2676,2023-10-29,2,14708,local 1,Pereira
2677,2023-11-27,10,9602,local 3,Santa Marta
2678,2023-09-23,7,3476,local 1,Pereira
2679,2023-12-10,8,2373,local 2,Pereira
2680,2023-09-23,1,932,local 3,Bogotá
2681,2023-09-17,4,5309,local 1,Santa Marta
2682,2024-03-13,7,8556,local 2,Santa Marta
2683,2023-11-13,7,10357,local 3,Pereira
2684,2024-01-26,8,2840,local 2,Medellín
2685,2023-10-19,7,9677,local 1,Medellín
2686,2023-11-08,7,417,local 2,Medellín
2687,2024-02-17,1,3518,local 2,Bogotá
2688,2023-09-27,10,6142,local 2,Medellín
2689,2023-10-03,6,1001,local 3,Bogotá
2690,2023-12-23,4,9996,local 2,Santa Marta
2691,2024-02-28,1,10703,local 1,Medellín
2692,2023-12-09,2,6242,local 3,Bogotá
2693,2023-12-29,10,788,local 2,Santa Marta
2694,2023-12-31,4,9105,local 3,Pereira
2695,2024-03-26,8,5373,local 2,Pereira
2696,2023-10-17,1,12381,local 2,Santa Marta
2697,2024-03-18,7,5549,local 2,Pereira
2698,2024-03-26,2,12653,local 2,Medellín
2699,2024-02-08,10,3087,local 2,Santa Marta
2700,2023-11-21,10,6180,local 2,Bogotá
2701,2024-01-27,9,6018,local 1,Medellín
2702,2024-03-19,1,523,local 3,Medellín
2703,2023-12-18,6,9547,local 2,Medellín
2704,2023-12-26,9,4460,local 3,Pereira
2705,2023-10-17,6,7970,local 3,Bogotá
2706,2024-03-16,4,6771,local 2,Bogotá
2707,2023-11-20,5,8940,local 2,Santa Marta
2708,2023-12-22,9,5012,local 3,Bogotá
2709,2024-02-28,10,5190,local 2,Medellín
2710,2023-12-15,5,304,local 2,Pereira
2711,2023-09-16,3,14385,local 3,Pereira
2712,2023-12-06,4,11511,local 1,Bogotá
2713,2023-11-19,7,3406,local 2,Pereira
2714,2023-11-12,9,9943,local 1,Pereira
2715,2023-11-08,4,12337,local 2,Pereira
2716,2023-12-09,8,3436,local 3,Pereira
2717,2024-01-05,8,3642,local 1,Bogotá
2718,2024-03-23,3,13546,local 2,Medellín
2719,2024-02-19,7,957,local 2,Medellín
2720,2024-01-10,2,10159,local 2,Bogotá
2721,2023-11-30,4,7851,local 2,Medellín
2722,2023-11-06,8,11144,local 2,Medellín
2723,2024-01-25,8,13648,local 3,Pereira
2724,2024-02-02,3,1266,local 1,Medellín
2725,2023-10-13,10,9536,local 3,Bogotá
2726,2023-10-12,1,12542,local 1,Santa Marta
2727,2023-10-20,8,2931,local 2,Pereira
2728,2023-11-01,10,1907,local 3,Bogotá
2729,2024-02-24,10,5584,local 2,Santa Marta
2730,2024-02-08,9,1783,local 1,Santa Marta
2731,2024-01-21,5,7131,local 1,Pereira
2732,2024-01-20,7,9409,local 1,Santa Marta
2733,2023-12-11,1,8919,local 1,Santa Marta
2734,2023-09-20,5,10076,local 2,Pereira
2735,2024-01-31,2,14624,local 2,Pereira
2736,2023-10-14,3,3176,local 3,Santa Marta
2737,2023-11-11,6,7503,local 2,Medellín
2738,2023-12-30,2,1644,local 1,Bogotá
2739,2023-12-18,1,3715,local 3,Bogotá
2740,2023-09-10,1,2369,local 1,Bogotá
2741,2024-01-20,9,11572,local 3,Medellín
2742,2023-09-07,5,193,local 1,Santa Marta
2743,2024-01-14,2,798,local 3,Santa Marta
2744,2023-10-14,2,14221,local 2,Medellín
2745,2023-09-22,6,13497,local 1,Medellín
2746,2024-01-09,5,9367,local 3,Santa Marta
2747,2023-09-15,2,1703,local 3,Santa Marta
2748,2023-10-12,2,3499,local 2,Santa Marta
2749,2024-01-28,3,5244,local 1,Medellín
2750,2024-01-07,2,11966,local 2,Bogotá
2751,2023-10-07,7,4996,local 2,Medellín
2752,2024-01-31,2,8898,local 2,Santa Marta
2753,2023-12-06,8,3207,local 1,Bogotá
2754,2023-12-07,5,7439,local 1,Medellín
2755,2023-11-28,7,12223,local 2,Pereira
2756,2024-01-28,4,14307,local 3,Medellín
2757,2023-09-21,2,12053,local 3,Santa Marta
2758,2023-12-16,1,9472,local 2,Bogotá
2759,2023-10-30,10,13681,local 3,Bogotá
2760,2024-01-21,3,2118,local 2,Medellín
2761,2023-10-19,9,12413,local 2,Pereira
2762,2023-09-24,3,3209,local 1,Bogotá
2763,2024-03-26,10,14960,local 3,Bogotá
2764,2023-11-18,5,13997,local 2,Bogotá
2765,2023-11-05,8,2042,local 2,Medellín
2766,2024-02-20,10,11218,local 3,Pereira
2767,2023-09-19,3,11485,local 3,Medellín
2768,2023-10-07,7,8308,local 3,Bogotá
2769,2023-10-11,8,3541,local 1,Santa Marta
2770,2023-12-17,6,11314,local 3,Bogotá
2771,2024-01-19,5,1994,local 1,Bogotá
2772,2024-01-15,1,678,local 1,Bogotá
2773,2023-12-28,10,3721,local 1,Bogotá
2774,2023-11-20,3,13546,local 3,Medellín
2775,2023-11-25,4,6504,local 2,Medellín
2776,2024-03-07,5,4620,local 2,Pereira
2777,2023-09-09,1,6028,local 3,Santa Marta
2778,2023-12-06,10,13854,local 3,Bogotá
2779,2023-11-30,4,14195,local 3,Pereira
2780,2023-11-19,6,1861,local 3,Bogotá
2781,2023-11-22,10,9405,local 3,Bogotá
2782,2024-01-09,5,63,local 1,Bogotá
2783,2023-10-09,2,3952,local 2,Pereira
2784,2023-10-20,7,9135,local 2,Bogotá
2785,2023-12-24,7,6935,local 1,Bogotá
2786,2023-12-19,6,11400,local 3,Bogotá
2787,2024-03-13,9,13500,local 2,Pereira
2788,2024-01-29,9,11963,local 3,Santa Marta
2789,2024-02-03,2,14185,local 2,Pereira
2790,2023-10-24,3,12823,local 3,Medellín
2791,2023-10-30,8,9854,local 2,Bogotá
2792,2024-02-24,4,9775,local 1,Pereira
2793,2023-12-10,2,14619,local 1,Pereira
2794,2023-10-08,2,4315,local 2,Bogotá
2795,2023-12-30,9,6840,local 1,Medellín
2796,2024-03-29,4,10041,local 2,Medellín
2797,2023-11-10,3,4773,local 2,Medellín
2798,2023-09-13,2,11114,local 2,Santa Marta
2799,2024-03-22,6,7016,local 1,Bogotá
2800,2023-11-22,2,6028,local 1,Bogotá
2801,2023-10-10,8,11309,local 3,Pereira
2802,2023-12-22,1,1550,local 2,Bogotá
2803,2024-02-28,4,3161,local 1,Pereira
2804,2023-10-26,9,7571,local 1,Medellín
2805,2024-02-09,10,1044,local 1,Pereira
2806,2023-11-15,4,5519,local 1,Bogotá
2807,2023-11-09,1,503,local 3,Pereira
2808,2024-02-23,8,3277,local 3,Bogotá
2809,2023-11-22,2,14393,local 1,Santa Marta
2810,2023-11-02,3,5463,local 1,Bogotá
2811,2023-12-15,7,7229,local 1,Pereira
2812,2024-02-14,8,7595,local 2,Santa Marta
2813,2023-09-06,10,14772,local 1,Pereira
2814,2023-12-01,6,2305,local 1,Pereira
2815,2024-03-11,9,210,local 3,Santa Marta
2816,2023-09-23,8,7314,local 1,Pereira
2817,2024-02-06,9,1974,local 1,Santa Marta
2818,2024-02-09,2,5867,local 1,Santa Marta
2819,2023-09-29,8,9018,local 1,Santa Marta
2820,2023-12-31,10,3656,local 3,Santa Marta
2821,2024-02-08,4,12743,local 2,Pereira
2822,2023-11-20,8,14173,local 2,Medellín
2823,2024-02-25,9,4670,local 2,Santa Marta
2824,2024-02-26,3,6930,local 2,Pereira
2825,2024-03-14,4,4176,local 3,Medellín
2826,2023-12-25,5,9703,local 2,Santa Marta
2827,2023-10-15,3,10612,local 3,Pereira
2828,2024-03-27,4,13312,local 3,Santa Marta
2829,2023-11-14,10,9785,local 1,Pereira
2830,2023-11-01,2,7678,local 1,Medellín
2831,2023-10-18,7,9795,local 3,Santa Marta
2832,2024-03-27,8,9831,local 2,Medellín
2833,2024-01-19,8,4685,local 2,Pereira
2834,2023-09-13,5,2489,local 2,Bogotá
2835,2024-03-17,7,11019,local 2,Santa Marta
2836,2024-01-10,5,1882,local 2,Santa Marta
2837,2023-12-25,8,10325,local 1,Pereira
2838,2023-10-24,5,9591,local 3,Bogotá
2839,2024-02-01,2,753,local 1,Medellín
2840,2024-01-02,9,1679,local 2,Santa Marta
2841,2023-10-05,9,13094,local 3,Pereira
2842,2023-12-27,10,2844,local 1,Bogotá
2843,2024-03-30,3,11576,local 2,Bogotá
2844,2024-01-23,6,1415,local 1,Medellín
2845,2024-03-11,4,2469,local 2,Bogotá
2846,2024-03-11,2,3940,local 3,Santa Marta
2847,2023-10-08,7,12119,local 2,Medellín
2848,2023-09-07,8,13319,local 1,Santa Marta
2849,2023-12-09,2,7848,local 3,Pereira
2850,2023-12-16,10,11752,local 3,Pereira
2851,2024-03-06,1,14126,local 2,Santa Marta
2852,2023-09-29,7,2284,local 3,Santa Marta
2853,2023-11-09,2,13346,local 2,Santa Marta
2854,2023-10-14,4,4164,local 1,Pereira
2855,2024-01-24,5,2774,local 2,Pereira
2856,2023-11-16,4,1522,local 1,Bogotá
2857,2024-01-01,9,8537,local 2,Santa Marta
2858,2024-03-22,4,1515,local 2,Pereira
2859,2024-01-24,9,3442,local 3,Pereira
2860,2023-09-22,7,2506,local 1,Santa Marta
2861,2023-12-21,6,12180,local 3,Pereira
2862,2024-03-04,7,1851,local 3,Pereira
2863,2024-02-27,3,14908,local 1,Medellín
2864,2024-02-21,3,4889,local 3,Santa Marta
2865,2024-01-26,1,11522,local 2,Medellín
2866,2023-11-12,1,306,local 3,Pereira
2867,2024-03-29,5,2063,local 2,Pereira
2868,2023-09-11,1,10586,local 3,Santa Marta
2869,2023-12-25,6,9711,local 1,Medellín
2870,2023-10-06,4,4617,local 1,Pereira
2871,2023-10-13,10,4377,local 2,Bogotá
2872,2024-03-18,10,874,local 3,Santa Marta
2873,2023-11-20,8,2898,local 2,Medellín
2874,2023-10-10,7,13733,local 2,Santa Marta
2875,2024-01-17,10,12045,local 2,Medellín
2876,2023-11-10,9,2614,local 3,Bogotá
2877,2023-10-16,7,3417,local 3,Santa Marta
2878,2024-01-18,10,13498,local 1,Medellín
2879,2024-03-03,1,14877,local 3,Pereira
2880,2023-10-09,3,1148,local 2,Medellín
2881,2023-12-11,9,7785,local 2,Santa Marta
2882,2024-01-07,8,2959,local 2,Medellín
2883,2023-11-28,7,7045,local 3,Santa Marta
2884,2023-10-25,6,2234,local 3,Santa Marta
2885,2024-02-13,7,2140,local 2,Medellín
2886,2023-10-21,4,14842,local 3,Medellín
2887,2024-02-03,4,9576,local 3,Bogotá
2888,2023-11-28,5,1945,local 2,Santa Marta
2889,2023-10-23,9,7118,local 1,Medellín
2890,2023-11-25,1,14735,local 1,Santa Marta
2891,2024-01-03,5,11932,local 1,Medellín
2892,2023-10-13,10,11175,local 1,Medellín
2893,2024-02-17,10,14441,local 3,Medellín
2894,2023-12-04,5,6211,local 3,Pereira
2895,2023-11-16,5,10762,local 3,Santa Marta
2896,2023-11-10,4,9661,local 1,Pereira
2897,2023-09-26,10,3209,local 2,Santa Marta
2898,2023-12-22,9,14506,local 3,Medellín
2899,2024-01-03,2,2291,local 2,Santa Marta
2900,2024-01-24,6,4895,local 2,Medellín
2901,2023-09-26,9,14659,local 3,Medellín
2902,2024-02-01,9,6177,local 3,Pereira
2903,2024-02-17,6,1132,local 2,Santa Marta
2904,2023-10-09,9,6472,local 3,Bogotá
2905,2024-03-12,6,2432,local 3,Santa Marta
2906,2024-03-04,2,3700,local 1,Pereira
2907,2024-02-24,2,333,local 3,Medellín
2908,2023-11-25,7,1187,local 1,Pereira
2909,2023-11-30,7,12430,local 3,Bogotá
2910,2023-10-04,10,11005,local 1,Santa Marta
2911,2024-03-25,9,769,local 2,Santa Marta
2912,2023-12-14,1,7030,local 3,Medellín
2913,2024-01-20,9,5387,local 2,Medellín
2914,2023-09-09,8,8719,local 1,Pereira
2915,2024-01-22,2,4327,local 3,Medellín
2916,2023-09-12,5,2385,local 3,Bogotá
2917,2023-11-04,4,3013,local 3,Santa Marta
2918,2023-11-10,3,806,local 3,Santa Marta
2919,2024-02-19,8,11848,local 2,Pereira
2920,2023-09-20,5,6258,local 2,Medellín
2921,2023-09-19,8,13977,local 2,Bogotá
2922,2023-12-03,10,12991,local 1,Bogotá
2923,2023-11-08,8,11818,local 1,Medellín
2924,2023-12-11,9,11662,local 2,Santa Marta
2925,2023-12-20,10,9368,local 3,Bogotá
2926,2023-12-14,5,2628,local 2,Pereira
2927,2023-12-24,8,12152,local 1,Pereira
2928,2024-01-21,5,9662,local 3,Bogotá
2929,2024-01-06,7,7879,local 2,Bogotá
2930,2024-03-22,6,12308,local 1,Bogotá
2931,2023-11-02,10,12270,local 1,Medellín
2932,2023-11-23,7,5774,local 1,Bogotá
2933,2024-01-25,7,10593,local 3,Pereira
2934,2024-03-15,2,9290,local 2,Santa Marta
2935,2024-01-12,3,5297,local 2,Pereira
2936,2024-02-10,10,2485,local 1,Medellín
2937,2024-03-23,10,9405,local 2,Medellín
2938,2024-03-06,8,8304,local 3,Pereira
2939,2024-03-10,7,12025,local 1,Pereira
2940,2024-03-27,1,8867,local 3,Pereira
2941,2024-02-27,4,7653,local 2,Pereira
2942,2023-11-03,2,3479,local 3,Pereira
2943,2023-09-24,4,7783,local 2,Medellín
2944,2023-12-10,1,5933,local 3,Bogotá
2945,2023-12-28,9,8714,local 2,Bogotá
2946,2023-12-08,9,13190,local 3,Bogotá
2947,2023-10-04,5,9246,local 3,Bogotá
2948,2023-09-15,3,14210,local 2,Santa Marta
2949,2024-03-14,9,2549,local 2,Medellín
2950,2023-10-04,5,1407,local 1,Pereira
2951,2023-09-29,10,7465,local 1,Pereira
2952,2023-11-12,5,7839,local 3,Santa Marta
2953,2024-02-09,1,8013,local 1,Medellín
2954,2024-01-23,6,9442,local 1,Medellín
2955,2023-10-27,2,8397,local 1,Santa Marta
2956,2024-01-08,9,12228,local 2,Santa Marta
2957,2023-10-03,6,13003,local 3,Pereira
2958,2024-01-03,7,6119,local 3,Pereira
2959,2023-12-14,1,6712,local 1,Pereira
2960,2024-02-24,10,12839,local 1,Santa Marta
2961,2023-12-26,9,13560,local 2,Santa Marta
2962,2023-10-29,6,12770,local 2,Bogotá
2963,2023-12-11,6,7889,local 2,Pereira
2964,2023-10-18,4,2103,local 2,Pereira
2965,2023-10-22,8,2421,local 1,Pereira
2966,2023-09-28,3,14060,local 2,Medellín
2967,2023-09-08,3,6179,local 3,Medellín
2968,2023-09-24,2,11841,local 1,Bogotá
2969,2023-09-14,8,9932,local 1,Santa Marta
2970,2023-09-12,7,1278,local 3,Medellín
2971,2024-03-22,2,6748,local 1,Pereira
2972,2024-01-24,7,2606,local 2,Santa Marta
2973,2024-01-25,6,6973,local 1,Santa Marta
2974,2023-11-29,1,7817,local 3,Pereira
2975,2024-03-29,8,8874,local 1,Medellín
2976,2023-09-22,10,12974,local 1,Bogotá
2977,2023-11-06,4,13496,local 1,Santa Marta
2978,2023-11-15,3,1761,local 2,Santa Marta
2979,2023-11-11,8,10517,local 2,Santa Marta
2980,2024-01-03,6,5743,local 3,Bogotá
2981,2023-10-24,3,1372,local 2,Santa Marta
2982,2024-01-10,6,2014,local 2,Bogotá
2983,2024-02-13,3,11463,local 2,Pereira
2984,2023-10-27,6,8379,local 3,Santa Marta
2985,2023-11-23,7,11204,local 2,Pereira
2986,2023-11-30,2,1438,local 3,Medellín
2987,2024-02-23,10,3941,local 1,Bogotá
2988,2024-01-12,4,665,local 1,Bogotá
2989,2024-01-24,3,3633,local 2,Bogotá
2990,2023-10-28,3,5551,local 3,Pereira
2991,2024-03-19,6,8547,local 1,Pereira
2992,2023-10-18,7,10500,local 2,Bogotá
2993,2023-09-19,2,5050,local 3,Santa Marta
2994,2023-09-06,2,14894,local 3,Medellín
2995,2024-03-07,3,14043,local 1,Bogotá
2996,2024-01-04,1,14788,local 3,Medellín
2997,2024-02-10,8,7564,local 2,Pereira
2998,2023-11-29,9,9023,local 3,Medellín
2999,2024-03-12,8,5615,local 1,Santa Marta
3000,2023-10-02,1,12812,local 2,Bogotá
3001,2023-09-08,9,203,local 3,Santa Marta
3002,2024-01-13,4,13074,local 2,Bogotá
3003,2023-11-09,7,7326,local 3,Medellín
3004,2023-11-16,5,11487,local 3,Santa Marta
3005,2024-02-01,5,3147,local 3,Medellín
3006,2023-11-28,1,4806,local 2,Medellín
3007,2024-03-24,5,11008,local 2,Bogotá
3008,2024-01-03,2,149,local 1,Bogotá
3009,2023-11-09,1,12498,local 3,Medellín
3010,2023-12-16,6,311,local 2,Medellín
3011,2023-12-12,2,6378,local 1,Bogotá
3012,2023-12-18,6,10343,local 3,Bogotá
3013,2023-10-21,2,553,local 3,Santa Marta
3014,2023-12-02,6,13433,local 1,Santa Marta
3015,2024-01-13,1,6921,local 3,Santa Marta
3016,2023-09-30,3,14086,local 3,Bogotá
3017,2023-10-09,2,14825,local 2,Pereira
3018,2023-09-25,6,10470,local 1,Bogotá
3019,2024-01-06,10,12582,local 2,Pereira
3020,2023-09-20,3,1599,local 1,Bogotá
3021,2023-12-16,9,11898,local 3,Pereira
3022,2023-09-30,7,7320,local 2,Santa Marta
3023,2023-11-13,8,7170,local 1,Santa Marta
3024,2024-03-06,5,12438,local 2,Santa Marta
3025,2024-03-02,10,4361,local 3,Pereira
3026,2023-09-24,1,13294,local 2,Medellín
3027,2023-09-18,2,11244,local 3,Pereira
3028,2023-12-28,9,931,local 2,Medellín
3029,2024-02-20,3,3454,local 3,Santa Marta
3030,2023-12-11,2,3072,local 2,Medellín
3031,2023-12-22,8,8995,local 3,Bogotá
3032,2023-12-10,9,14287,local 2,Pereira
3033,2024-01-25,7,8761,local 3,Pereira
3034,2023-12-02,6,5682,local 3,Bogotá
3035,2024-02-10,1,13032,local 1,Bogotá
3036,2024-02-24,2,1285,local 1,Bogotá
3037,2024-03-11,4,2300,local 1,Bogotá
3038,2023-11-02,3,14430,local 3,Santa Marta
3039,2024-01-27,10,10148,local 3,Medellín
3040,2023-12-06,3,3957,local 2,Pereira
3041,2024-03-15,4,8940,local 2,Medellín
3042,2023-12-20,6,11620,local 2,Santa Marta
3043,2024-01-08,9,10736,local 1,Pereira
3044,2023-10-31,3,8705,local 2,Pereira
3045,2024-02-07,6,217,local 1,Pereira
3046,2023-10-29,10,1714,local 1,Bogotá
3047,2023-09-12,5,1767,local 2,Pereira
3048,2023-12-06,6,2623,local 1,Santa Marta
3049,2023-12-08,10,13077,local 2,Bogotá
3050,2023-12-09,1,8642,local 3,Pereira
3051,2024-01-26,10,11997,local 2,Bogotá
3052,2024-01-20,1,3393,local 3,Pereira
3053,2024-03-12,1,1706,local 3,Bogotá
3054,2024-02-12,4,9061,local 1,Pereira
3055,2024-03-19,7,7945,local 2,Bogotá
3056,2023-11-04,10,12246,local 2,Santa Marta
3057,2024-02-05,3,4932,local 1,Pereira
3058,2023-12-06,9,1943,local 3,Bogotá
3059,2023-11-03,7,8907,local 1,Medellín
3060,2024-01-16,5,3148,local 3,Santa Marta
3061,2023-09-26,5,7790,local 2,Bogotá
3062,2023-12-27,10,2889,local 1,Santa Marta
3063,2023-10-04,9,9996,local 1,Bogotá
3064,2023-09-09,5,10771,local 3,Santa Marta
3065,2024-02-25,9,9627,local 1,Santa Marta
3066,2023-12-08,6,2978,local 1,Santa Marta
3067,2024-02-14,9,6457,local 3,Santa Marta
3068,2024-03-26,9,3247,local 3,Santa Marta
3069,2024-03-17,2,8638,local 3,Santa Marta
3070,2023-09-09,3,5494,local 3,Pereira
3071,2024-01-05,8,6556,local 2,Santa Marta
3072,2024-01-06,10,2348,local 3,Pereira
3073,2023-11-08,5,6201,local 1,Santa Marta
3074,2023-11-10,6,5211,local 3,Pereira
3075,2024-03-29,2,7496,local 3,Santa Marta
3076,2024-03-13,4,2886,local 1,Medellín
3077,2023-12-12,6,4780,local 1,Medellín
3078,2023-10-05,9,4503,local 3,Pereira
3079,2023-09-07,9,10492,local 1,Bogotá
3080,2023-10-02,7,2889,local 2,Pereira
3081,2023-10-28,5,12275,local 1,Santa Marta
3082,2024-01-11,5,13794,local 1,Santa Marta
3083,2024-02-24,7,11491,local 3,Medellín
3084,2023-12-20,9,6937,local 1,Medellín
3085,2024-01-03,4,6651,local 2,Bogotá
3086,2024-01-06,8,6058,local 3,Pereira
3087,2023-10-09,4,5508,local 3,Bogotá
3088,2023-11-11,9,1504,local 1,Pereira
3089,2023-10-21,7,5968,local 3,Pereira
3090,2024-01-25,10,7214,local 1,Medellín
3091,2024-03-06,4,2259,local 2,Pereira
3092,2023-09-29,9,11145,local 2,Santa Marta
3093,2024-02-11,3,7306,local 2,Santa Marta
3094,2023-11-08,2,3255,local 1,Medellín
3095,2023-09-19,9,12305,local 2,Santa Marta
3096,2023-10-04,5,7176,local 1,Santa Marta
3097,2023-10-24,8,5512,local 1,Bogotá
3098,2023-09-25,3,4094,local 3,Bogotá
3099,2024-02-01,9,12038,local 3,Santa Marta
3100,2023-11-28,4,13670,local 2,Bogotá
3101,2024-03-20,1,13381,local 3,Santa Marta
3102,2024-01-18,5,13235,local 1,Medellín
3103,2023-11-08,7,12825,local 2,Santa Marta
3104,2023-12-13,7,5450,local 2,Santa Marta
3105,2024-01-23,10,12264,local 1,Santa Marta
3106,2023-12-09,2,14883,local 2,Pereira
3107,2023-11-21,4,836,local 2,Bogotá
3108,2024-02-04,6,4940,local 3,Santa Marta
3109,2024-03-04,8,1756,local 3,Pereira
3110,2023-09-23,3,9095,local 1,Bogotá
3111,2024-03-11,10,2103,local 2,Bogotá
3112,2024-02-29,7,11059,local 3,Medellín
3113,2023-09-21,10,11328,local 1,Bogotá
3114,2023-12-07,4,9927,local 2,Santa Marta
3115,2023-12-17,1,9384,local 1,Bogotá
3116,2023-12-05,6,6259,local 3,Santa Marta
3117,2024-03-14,3,8930,local 2,Santa Marta
3118,2023-09-06,10,7820,local 2,Medellín
3119,2024-03-31,5,750,local 3,Santa Marta
3120,2023-11-06,10,435,local 3,Bogotá
3121,2024-02-05,10,14408,local 1,Bogotá
3122,2023-10-13,6,13596,local 2,Medellín
3123,2023-09-19,7,9057,local 2,Bogotá
3124,2024-01-02,8,13444,local 1,Pereira
3125,2024-02-17,9,6529,local 2,Santa Marta
3126,2024-02-17,4,6214,local 1,Pereira
3127,2024-02-15,10,3512,local 3,Bogotá
3128,2024-03-19,6,13007,local 2,Santa Marta
3129,2024-03-03,3,8075,local 3,Bogotá
3130,2024-01-23,8,12753,local 1,Bogotá
3131,2024-03-05,5,4581,local 2,Bogotá
3132,2023-11-04,6,14557,local 1,Medellín
3133,2024-01-27,4,5370,local 3,Bogotá
3134,2023-12-06,2,6606,local 3,Santa Marta
3135,2024-01-12,9,7708,local 3,Medellín
3136,2023-12-06,5,11544,local 2,Santa Marta
3137,2023-11-11,6,7161,local 2,Pereira
3138,2024-03-19,4,8279,local 2,Bogotá
3139,2023-10-23,6,5973,local 1,Santa Marta
3140,2024-03-20,4,11434,local 2,Medellín
3141,2024-01-26,2,13311,local 2,Medellín
3142,2023-09-10,2,5448,local 3,Bogotá
3143,2023-10-07,7,10075,local 1,Pereira
3144,2024-03-24,1,11307,local 1,Pereira
3145,2023-11-28,5,5941,local 2,Bogotá
3146,2023-12-05,3,3722,local 3,Santa Marta
3147,2023-12-09,9,8386,local 3,Bogotá
3148,2024-01-26,7,1447,local 2,Bogotá
3149,2023-12-28,3,13995,local 2,Bogotá
3150,2023-10-12,3,2869,local 1,Pereira
3151,2024-01-29,3,10316,local 3,Pereira
3152,2023-11-15,5,9256,local 1,Pereira
3153,2024-01-21,9,4085,local 3,Pereira
3154,2023-11-20,5,899,local 1,Medellín
3155,2023-11-17,6,10302,local 1,Bogotá
3156,2024-02-07,2,5707,local 3,Medellín
3157,2024-03-10,5,11749,local 3,Santa Marta
3158,2024-03-13,3,6802,local 1,Santa Marta
3159,2023-12-01,5,6411,local 3,Bogotá
3160,2023-12-14,1,4328,local 3,Medellín
3161,2023-10-23,3,1077,local 1,Santa Marta
3162,2023-09-17,3,10507,local 1,Bogotá
3163,2023-11-29,9,11424,local 2,Santa Marta
3164,2023-12-03,7,4883,local 1,Medellín
3165,2023-09-28,10,9861,local 1,Medellín
3166,2024-01-04,8,2656,local 3,Santa Marta
3167,2023-09-10,10,4034,local 1,Medellín
3168,2023-09-24,5,514,local 1,Santa Marta
3169,2024-02-12,9,1276,local 1,Medellín
3170,2023-12-06,5,8490,local 3,Santa Marta
3171,2023-12-08,8,4899,local 3,Santa Marta
3172,2023-11-18,1,5656,local 3,Santa Marta
